,GroupID,B0,E,El,Tl,AIC,Converge
0,501,NA,NA,NA,NA,NA,N
0,502,NA,NA,NA,NA,NA,N
0,503,0.3031080917073525,1.5067387116648914,2.7000886742689585,282.4371564615351,-31.87485212964834,Y
0,504,NA,NA,NA,NA,NA,N
0,505,NA,NA,NA,NA,NA,N
0,506,0.07551254166519125,13.979679965149783,14.484183366333216,286.9552065545922,4.692487946366316,Y
0,507,291.8775370886278,-0.4388301850563648,3.5452525694244624e-05,308.3154279019527,13.246060611570995,Y
0,508,841.2476603316802,3.1885367249465184,3.0938692166810244,274.30589314999906,12.369115249204867,Y
0,509,1295.2169915907064,3.7407943201770544,3.612723456871575,274.2333461613873,6.738419114425883,Y
0,510,1906.9198454386528,3.509420276575552,3.4639714002006414,273.8205146313588,8.259477413191702,Y
0,511,152.68325972748272,2.55356365026623,2.4829580711887274,275.9334939215403,10.603605103442295,Y
0,512,36.00010538001848,1.846456925978672,1.867813143661264,280.0352174843794,7.12398152226852,Y
0,513,92.75398284327082,2.226092881600936,2.120984061202502,277.58322545470736,10.339390391742084,Y
0,514,NA,NA,NA,NA,NA,N
0,515,26.69992283894004,1.7661105220950333,1.7618632557460283,280.8713143710605,-15.32538862798523,Y
0,516,NA,NA,NA,NA,NA,N
0,517,NA,NA,NA,NA,NA,N
0,518,85.86657431400158,2.843952532810082,2.9840516885455224,278.45790639772645,3.341180448642734,Y
0,519,413.0106525469498,2.5084038500554087,2.5287974888435265,273.84612115095763,-6.045378788005815,Y
0,520,100.53383030891408,1.6424187678756368,1.761032144617739,274.9667357539436,1.7624962883073803,Y
0,521,NA,NA,NA,NA,NA,N
0,522,852423.9958434391,7.518178529281114,7.713429039225169,273.3646812684596,6.2242399537069435,Y
0,523,31.765863629558726,1.6473841748765008,1.9307124228163033,281.4752166158606,1.8374398404322871,Y
0,524,244.35461434390945,2.694131234890409,2.8505668567657314,275.39847539981713,5.019165489210274,Y
0,525,3870.030481047709,4.103143660594962,4.044125121754358,273.09838342889947,8.488800167764968,Y
0,526,713.2182441680936,2.887435269083062,2.937872732351446,273.61162790240536,0.9284534788595753,Y
0,527,918.7805702745247,3.3972038247770158,3.6152590405948297,274.2194624730841,6.952075968675453,Y
0,528,NA,NA,NA,NA,NA,N
0,529,NA,NA,NA,NA,NA,N
0,530,NA,NA,NA,NA,NA,N
0,531,NA,NA,NA,NA,NA,N
0,532,NA,NA,NA,NA,NA,N
0,533,NA,NA,NA,NA,NA,N
0,534,NA,NA,NA,NA,NA,N
0,535,NA,NA,NA,NA,NA,N
0,536,0.45230464314819907,0.7902058313872093,1.5915383365176132,292.328564922549,-47.14810424503059,Y
0,537,806.5642018842755,3.887844415083753,3.826642262152961,273.0544647934745,-25.898150026755495,Y
0,538,13.958857720209085,0.16302932167721793,5.982774474555958e-05,335.1933649412376,-4.354939897319099,Y
0,539,NA,NA,NA,NA,NA,N
0,540,NA,NA,NA,NA,NA,N
0,541,40.73058175917437,-0.04349568698522875,0.11460283941565945,284.74055657428704,0.04221735802488613,Y
0,542,NA,NA,NA,NA,NA,N
0,543,NA,NA,NA,NA,NA,N
0,544,NA,NA,NA,NA,NA,N
0,545,NA,NA,NA,NA,NA,N
0,546,NA,NA,NA,NA,NA,N
0,547,NA,NA,NA,NA,NA,N
0,548,375.7182457898248,0.16644198096917476,-0.0004926325831486253,334.9467469072884,18.800210567830224,Y
0,549,NA,NA,NA,NA,NA,N
0,550,NA,NA,NA,NA,NA,N
0,551,590.2930117339625,-0.04071293534296542,0.00016417834120255578,392.53407248978147,38.72239664313514,Y
0,552,NA,NA,NA,NA,NA,N
0,553,NA,NA,NA,NA,NA,N
0,554,NA,NA,NA,NA,NA,N
0,555,NA,NA,NA,NA,NA,N
0,556,NA,NA,NA,NA,NA,N
0,557,NA,NA,NA,NA,NA,N
0,558,NA,NA,NA,NA,NA,N
0,559,NA,NA,NA,NA,NA,N
0,560,NA,NA,NA,NA,NA,N
0,561,NA,NA,NA,NA,NA,N
0,562,NA,NA,NA,NA,NA,N
0,563,0.9454182352133432,1.2918257153654724,0.6603968947220933,280.5400082592203,-26.88736902560496,Y
0,564,NA,NA,NA,NA,NA,N
0,565,NA,NA,NA,NA,NA,N
0,566,NA,NA,NA,NA,NA,N
0,567,811361.7912021332,13.849625739761278,13.190564758512497,275.7826657380718,-32.77241044743876,Y
0,568,NA,NA,NA,NA,NA,N
0,569,NA,NA,NA,NA,NA,N
0,570,NA,NA,NA,NA,NA,N
0,571,NA,NA,NA,NA,NA,N
0,572,NA,NA,NA,NA,NA,N
0,573,NA,NA,NA,NA,NA,N
0,574,NA,NA,NA,NA,NA,N
0,575,NA,NA,NA,NA,NA,N
0,576,NA,NA,NA,NA,NA,N
0,577,NA,NA,NA,NA,NA,N
0,578,NA,NA,NA,NA,NA,N
0,579,NA,NA,NA,NA,NA,N
0,580,NA,NA,NA,NA,NA,N
0,581,NA,NA,NA,NA,NA,N
0,582,NA,NA,NA,NA,NA,N
0,583,NA,NA,NA,NA,NA,N
0,584,81.56662348277088,7.458903820609814,7.266218389188834,280.69257401065624,3.83606470956542,Y
0,585,20.409561572502778,8.091417015730276,7.789408723012625,280.60835034858206,-21.141456473235564,Y
0,586,NA,NA,NA,NA,NA,N
0,587,NA,NA,NA,NA,NA,N
0,588,NA,NA,NA,NA,NA,N
0,589,NA,NA,NA,NA,NA,N
0,590,NA,NA,NA,NA,NA,N
0,591,NA,NA,NA,NA,NA,N
0,592,NA,NA,NA,NA,NA,N
0,593,NA,NA,NA,NA,NA,N
0,594,70.39894130726205,1.237837379899714,1.256374043687793,283.9889683540012,24.673238635916096,Y
0,595,NA,NA,NA,NA,NA,N
0,596,22.657816904070604,2.1852384138395133,2.166549270495494,287.69909649405975,50.538572439933354,Y
0,597,NA,NA,NA,NA,NA,N
0,598,NA,NA,NA,NA,NA,N
0,599,NA,NA,NA,NA,NA,N
0,600,NA,NA,NA,NA,NA,N
0,601,NA,NA,NA,NA,NA,N
0,602,NA,NA,NA,NA,NA,N
0,603,NA,NA,NA,NA,NA,N
0,604,NA,NA,NA,NA,NA,N
0,605,NA,NA,NA,NA,NA,N
0,606,NA,NA,NA,NA,NA,N
0,607,9.217164461386142,0.7828122954135329,1.2355350190750152,291.23132597500665,-9.474236726266579,Y
0,608,NA,NA,NA,NA,NA,N
0,609,NA,NA,NA,NA,NA,N
0,610,NA,NA,NA,NA,NA,N
0,611,NA,NA,NA,NA,NA,N
0,612,NA,NA,NA,NA,NA,N
0,613,NA,NA,NA,NA,NA,N
0,614,NA,NA,NA,NA,NA,N
0,615,NA,NA,NA,NA,NA,N
0,616,NA,NA,NA,NA,NA,N
0,617,2.7918138223851954,1.07346766473155,0.5420975164567824,262.27420586634264,-30.262649314318566,Y
0,618,0.7519721361510376,0.5927713214968445,1.0337746141991376e-05,277.8789277426217,-35.75249415322819,Y
0,619,2.3168257385603486,1.4395415073189195,0.9808515164696273,273.11082215407407,-34.89093416795221,Y
0,620,165130.894238047,14.602544042872307,14.040688882205048,277.0196242304842,-40.55604519539176,Y
0,621,18.301925409579024,2.96774044647121,2.450341157199996,274.60962386075795,-37.1574405681233,Y
0,622,NA,NA,NA,NA,NA,N
0,623,NA,NA,NA,NA,NA,N
0,624,14.206103019918787,2.970884375046724,2.4056825368435604,274.1210778617976,-40.048113180089246,Y
0,625,0.9114877961166981,1.5907597418226147,1.1327331512898677,280.8297209845779,-39.992838637825926,Y
0,626,NA,NA,NA,NA,NA,N
0,627,0.13782524859444797,24.466967267124517,23.58587649021336,283.2130556595471,-24.966395131271888,Y
0,628,NA,NA,NA,NA,NA,N
0,629,NA,NA,NA,NA,NA,N
0,630,NA,NA,NA,NA,NA,N
0,631,NA,NA,NA,NA,NA,N
0,632,NA,NA,NA,NA,NA,N
0,633,2.432810927251293,0.4425696367607246,0.9973085780832034,295.70422550183054,-41.18550686221849,Y
0,634,1.553537738862275,0.8056599964885144,1.1138714242614636,293.35466010126805,-82.4321538475896,Y
0,635,0.8318817545963213,0.707150408840765,1.1476120747278231,301.1306834448368,-51.49782010338255,Y
0,636,NA,NA,NA,NA,NA,N
0,637,NA,NA,NA,NA,NA,N
0,638,NA,NA,NA,NA,NA,N
0,639,0.10930331202673081,1.5790372693743457,1.2164262370568797,285.3733435538822,-65.82827843715566,Y
0,640,NA,NA,NA,NA,NA,N
0,641,0.04476451141220921,2.0180672416969476,1.6365364905236355,288.68536814730646,-58.40531011716435,Y
0,642,NA,NA,NA,NA,NA,N
0,643,NA,NA,NA,NA,NA,N
0,644,54348189.98932672,14.39048359128677,14.122606248577481,275.82159175653084,25.375952467025005,Y
0,645,52768986.4931714,14.610862211000718,14.354695411493413,275.64056296104917,9.272618067565915,Y
0,646,NA,NA,NA,NA,NA,N
0,647,0.5749709862075334,0.9678877089328493,0.7322525828115978,291.7356828542814,-67.153099838016,Y
0,648,0.3253305362813015,0.9700783398896481,2.353244086084068,295.84248135470045,-11.556854161159865,Y
0,649,NA,NA,NA,NA,NA,N
0,650,NA,NA,NA,NA,NA,N
0,651,8.947027639428563e-08,20.985920918708352,20.872164781929506,288.63819394527764,-18.684048118065178,Y
0,652,12.605524255560239,1.3920918350130111,1.0658687168620893,285.2887115366134,22.952348119642448,Y
0,653,NA,NA,NA,NA,NA,N
0,654,NA,NA,NA,NA,NA,N
0,655,NA,NA,NA,NA,NA,N
0,656,40.111507760339656,0.2536215726285896,0.0001744300189711803,325.1787949472218,20.855830334102997,Y
0,657,15.467701059916966,2.7154999950059375,2.94030252357702,285.8171451121658,3.3995151976063775,Y
0,658,NA,NA,NA,NA,NA,N
0,659,NA,NA,NA,NA,NA,N
0,660,NA,NA,NA,NA,NA,N
0,661,NA,NA,NA,NA,NA,N
0,662,0.1713660845463498,3.478788718571266,2.8990157525289666,287.92932540463937,-20.668913407728336,Y
0,663,NA,NA,NA,NA,NA,N
0,664,125.13208619249731,1.5161440486155875,1.4690892356833234,282.3025439520897,6.254552775177954,Y
0,665,NA,NA,NA,NA,NA,N
0,666,139.4504614893812,1.566459625682315,1.5770558570369848,281.16516203061127,-7.292541694507047,Y
0,667,NA,NA,NA,NA,NA,N
0,668,64.4837700682976,2.0572139739481394,1.9804650366000378,283.08461866633235,-30.966691429210933,Y
0,669,NA,NA,NA,NA,NA,N
0,670,11.861734724487823,0.24828916528771044,0.0003319094759878403,325.1011121365509,-6.8609128961537635,Y
0,671,NA,NA,NA,NA,NA,N
0,672,NA,NA,NA,NA,NA,N
0,673,2257.2616030031936,7.373704261806365,7.054041327808082,275.2638960013766,-32.27890031455644,Y
0,674,NA,NA,NA,NA,NA,N
0,675,13303.129316005035,13.695032998023617,13.365250603389592,278.0228480205572,-35.098193864903244,Y
0,676,0.23328621301319874,-0.20585454836248887,-2.7738649472265036,240.63063688636686,-89.18675063652563,Y
0,677,1.111170239647416,-0.1795918611639999,5.206141380441733e-05,336.5403968918165,-52.47543479977168,Y
0,678,NA,NA,NA,NA,NA,N
0,679,NA,NA,NA,NA,NA,N
0,680,NA,NA,NA,NA,NA,N
0,681,NA,NA,NA,NA,NA,N
0,682,NA,NA,NA,NA,NA,N
0,683,NA,NA,NA,NA,NA,N
0,684,NA,NA,NA,NA,NA,N
0,685,NA,NA,NA,NA,NA,N
0,686,NA,NA,NA,NA,NA,N
0,687,NA,NA,NA,NA,NA,N
0,688,NA,NA,NA,NA,NA,N
0,689,NA,NA,NA,NA,NA,N
0,690,NA,NA,NA,NA,NA,N
0,691,NA,NA,NA,NA,NA,N
0,692,NA,NA,NA,NA,NA,N
0,693,NA,NA,NA,NA,NA,N
0,694,0.12399137081838871,3.9574279802915533,4.116953758329435,291.2355467438135,-4.45103883592135,Y
0,695,NA,NA,NA,NA,NA,N
0,696,NA,NA,NA,NA,NA,N
0,697,3.2492658669046426,4.262777444105545,3.7865395745210413,289.2911358819486,10.384371422742186,Y
0,698,NA,NA,NA,NA,NA,N
0,699,NA,NA,NA,NA,NA,N
0,700,NA,NA,NA,NA,NA,N
0,701,NA,NA,NA,NA,NA,N
0,702,NA,NA,NA,NA,NA,N
0,703,NA,NA,NA,NA,NA,N
0,704,NA,NA,NA,NA,NA,N
0,705,NA,NA,NA,NA,NA,N
0,706,NA,NA,NA,NA,NA,N
0,707,NA,NA,NA,NA,NA,N
0,708,NA,NA,NA,NA,NA,N
0,709,NA,NA,NA,NA,NA,N
0,710,NA,NA,NA,NA,NA,N
0,711,NA,NA,NA,NA,NA,N
0,712,NA,NA,NA,NA,NA,N
0,713,NA,NA,NA,NA,NA,N
0,714,18.965134535075425,1.467408625195265,2.096924392759074,291.1205194321392,14.618134144260388,Y
0,715,NA,NA,NA,NA,NA,N
0,716,NA,NA,NA,NA,NA,N
0,717,NA,NA,NA,NA,NA,N
0,718,68.09551947559439,0.8719494508815623,2.354857398906542,290.279179711914,46.284723072688976,Y
0,719,NA,NA,NA,NA,NA,N
0,720,NA,NA,NA,NA,NA,N
0,721,NA,NA,NA,NA,NA,N
0,722,NA,NA,NA,NA,NA,N
0,723,NA,NA,NA,NA,NA,N
0,724,0.5705027408536077,6.92107960013219,6.83370221309643,287.7558690611279,84.76214933118673,Y
0,725,NA,NA,NA,NA,NA,N
0,726,19.432833915819494,1.174073352748562,0.9451512235828421,277.93934989422337,-2.2435902568441666,Y
0,727,NA,NA,NA,NA,NA,N
0,728,NA,NA,NA,NA,NA,N
0,729,0.8804924266236721,0.381124354603044,0.0002674560518816567,305.4992386002099,-6.052636221530486,Y
0,730,0.5986235104901121,0.2839798241395759,-0.938073493450468,121.73378847676133,-35.82083860476508,Y
0,731,3.858179549756788,0.8362559989040046,1.5304501151315504,295.29811283388926,-30.84810729758555,Y
0,732,4.936047796760747,1.3772619862565285,1.6035657209997378,291.18686424795976,-9.068677197062886,Y
0,733,4.347472865928694,1.5636979699610174,1.6832765630974131,292.1982883093582,24.39527749659804,Y
0,734,4.847415040605074,0.2808014747049256,1.5019339659859652,451.8370626065837,25.829699170065066,Y
0,735,NA,NA,NA,NA,NA,N
0,736,NA,NA,NA,NA,NA,N
0,737,NA,NA,NA,NA,NA,N
0,738,NA,NA,NA,NA,NA,N
0,739,NA,NA,NA,NA,NA,N
0,740,NA,NA,NA,NA,NA,N
0,741,84.39538073313314,1.1084387432890614,1.8086804652115647,294.21545205645475,32.67344545322345,Y
0,742,NA,NA,NA,NA,NA,N
0,743,0.5250980370915168,0.5167937083396517,-0.00030929589941303907,303.00992452885174,-83.6479883838975,Y
0,744,NA,NA,NA,NA,NA,N
0,745,NA,NA,NA,NA,NA,N
0,746,NA,NA,NA,NA,NA,N
0,747,NA,NA,NA,NA,NA,N
0,748,NA,NA,NA,NA,NA,N
0,749,21.375962141975016,0.7897661212990286,1.0812204913267012,286.51320857174363,-16.182139634305297,Y
0,750,26.572928201611017,1.8502245078725321,1.6736969813869007,283.1131828478714,-2.3504449675092296,Y
0,751,48.93123368118256,2.240345768230672,2.0939802422651677,279.990660961687,-22.702317043879354,Y
0,752,NA,NA,NA,NA,NA,N
0,753,30.7749766845326,1.4913003867236632,1.5416640113215854,284.9009969560715,-9.42508586373561,Y
0,754,NA,NA,NA,NA,NA,N
0,755,NA,NA,NA,NA,NA,N
0,756,NA,NA,NA,NA,NA,N
0,757,38.500863434260545,0.7189740827652719,1.0269253333767927,288.89868848951124,7.066278327229499,Y
0,758,NA,NA,NA,NA,NA,N
0,759,NA,NA,NA,NA,NA,N
0,760,NA,NA,NA,NA,NA,N
0,761,NA,NA,NA,NA,NA,N
0,762,NA,NA,NA,NA,NA,N
0,763,NA,NA,NA,NA,NA,N
0,764,NA,NA,NA,NA,NA,N
0,765,39.809913743549636,0.49351518589749616,0.0003148850648717513,291.26716984289527,37.81987019431694,Y
0,766,70.37063455826987,1.306084160157591,1.3713908210377044,287.62171655300745,57.84110197583178,Y
0,767,14.775481587251393,0.5205569815656252,-9.284906557907105e-06,248.4906373206966,28.191869316476666,Y
0,768,NA,NA,NA,NA,NA,N
0,769,NA,NA,NA,NA,NA,N
0,770,NA,NA,NA,NA,NA,N
0,771,NA,NA,NA,NA,NA,N
0,772,NA,NA,NA,NA,NA,N
0,773,6.583835785100289,0.7813269866335135,1.161951874601864,289.604359633837,-18.565507431292513,Y
0,774,7.000346729167475,0.9945320276864131,1.3578378154121675,286.28066633425925,-12.832670388639546,Y
0,775,NA,NA,NA,NA,NA,N
0,776,NA,NA,NA,NA,NA,N
0,777,3.28020212187554,1.5171465519346146,1.7809169415619006,285.4982948081963,-28.800956568986507,Y
0,778,3.163225606457537,0.7283457948916553,1.2396695927138222,290.56606146680224,-16.505348101778832,Y
0,779,4.374233162856456,1.0132174400541327,1.429226724840059,285.257611509614,-21.731064064096095,Y
0,780,NA,NA,NA,NA,NA,N
0,781,NA,NA,NA,NA,NA,N
0,782,NA,NA,NA,NA,NA,N
0,783,NA,NA,NA,NA,NA,N
0,784,NA,NA,NA,NA,NA,N
0,785,NA,NA,NA,NA,NA,N
0,786,5.133244518953939e-06,16.783194259587923,17.4523340884097,288.17597037942386,-40.17856629466779,Y
0,787,NA,NA,NA,NA,NA,N
0,788,NA,NA,NA,NA,NA,N
0,789,0.19836060840857664,1.3029313447228703,1.708534690860161,291.66664505934654,-23.568123124586563,Y
0,790,NA,NA,NA,NA,NA,N
0,791,1.1108353222782296e-06,16.567804275269577,15.983599450092049,287.9218406704811,-20.66175519503748,Y
0,792,0.01167504272851536,2.6496243930504404,2.363888985863037,290.7317056015872,-26.8368894520667,Y
0,793,NA,NA,NA,NA,NA,N
0,794,NA,NA,NA,NA,NA,N
0,795,NA,NA,NA,NA,NA,N
0,796,NA,NA,NA,NA,NA,N
0,797,NA,NA,NA,NA,NA,N
0,798,NA,NA,NA,NA,NA,N
0,799,2.1803340545957672,0.5745934148867796,-1.2117834055324597,188.09508007117233,8.769928728064205,Y
0,800,NA,NA,NA,NA,NA,N
0,801,NA,NA,NA,NA,NA,N
0,802,28282.55547990896,7.3741937058243465,6.831670365036468,274.00732409595355,13.511530469710983,Y
0,803,7.887780345988495,0.44479002683835756,-2.1217656235501057,60.88480673931318,14.741510421961689,Y
0,804,NA,NA,NA,NA,NA,N
0,805,NA,NA,NA,NA,NA,N
0,806,37.267328170959175,3.74981463083718,3.5180734294784166,282.8413225247461,26.1681946733812,Y
0,807,NA,NA,NA,NA,NA,N
0,808,NA,NA,NA,NA,NA,N
0,809,17.894336620879805,2.4359282282527635,2.131193048337935,282.560724956664,8.271723408819105,Y
0,810,NA,NA,NA,NA,NA,N
0,811,NA,NA,NA,NA,NA,N
0,812,17.357962533902626,1.7523250379822768,1.5121015861150042,283.20575347384073,-2.2360213666612196,Y
0,813,NA,NA,NA,NA,NA,N
0,814,NA,NA,NA,NA,NA,N
0,815,9.371907172310332,4.275219388126178,3.9525112287167232,283.17118467172924,9.30289777626727,Y
0,816,NA,NA,NA,NA,NA,N
0,817,NA,NA,NA,NA,NA,N
0,818,34.05239778009598,1.9139535252575106,1.6417572108143745,282.4415798281002,23.68270523362928,Y
0,819,NA,NA,NA,NA,NA,N
0,820,NA,NA,NA,NA,NA,N
0,821,28.389820229927857,1.220727461380658,0.9427830057276605,283.19512712095957,20.117900705496005,Y
0,822,NA,NA,NA,NA,NA,N
0,823,NA,NA,NA,NA,NA,N
0,824,20.597518008202094,1.39926874634895,1.21392370145183,285.536671653833,26.015921733307678,Y
0,825,NA,NA,NA,NA,NA,N
0,826,NA,NA,NA,NA,NA,N
0,827,16.177110544991404,1.6457173040628261,1.5049740681098178,285.1741504548129,12.866171330653689,Y
0,828,NA,NA,NA,NA,NA,N
0,829,NA,NA,NA,NA,NA,N
0,830,90.44768711753542,2.02791627390432,1.9950260036553151,282.67814441692155,38.973084687513705,Y
0,831,NA,NA,NA,NA,NA,N
0,832,NA,NA,NA,NA,NA,N
0,833,36.49927307374424,1.9968673982476737,1.9191951274472767,283.49144003046996,30.46884225364743,Y
0,834,NA,NA,NA,NA,NA,N
0,835,NA,NA,NA,NA,NA,N
0,836,18.455139051015145,1.6267062409040336,1.621670094146335,287.36340732114104,21.313679435878793,Y
0,837,NA,NA,NA,NA,NA,N
0,838,NA,NA,NA,NA,NA,N
0,839,NA,NA,NA,NA,NA,N
0,840,NA,NA,NA,NA,NA,N
0,841,NA,NA,NA,NA,NA,N
0,842,88.86692439282301,3.974494529832823,3.7355890373104526,281.14722844816816,8.596649937820278,Y
0,843,12.875425763709668,2.7877395566008416,2.752662000097404,277.73119227358296,-45.978241400526784,Y
0,844,NA,NA,NA,NA,NA,N
0,845,NA,NA,NA,NA,NA,N
0,846,NA,NA,NA,NA,NA,N
0,847,0.47712124423445496,0.49885938103941335,1.2160747250631856,300.7901038623823,-37.7250837482027,Y
0,848,0.9572146746141379,0.5793233840919259,1.3032748847131566,298.08698913331034,-41.031898221654686,Y
0,849,NA,NA,NA,NA,NA,N
0,850,NA,NA,NA,NA,NA,N
0,851,NA,NA,NA,NA,NA,N
0,852,NA,NA,NA,NA,NA,N
0,853,NA,NA,NA,NA,NA,N
0,854,NA,NA,NA,NA,NA,N
0,855,NA,NA,NA,NA,NA,N
0,856,NA,NA,NA,NA,NA,N
0,857,NA,NA,NA,NA,NA,N
0,858,NA,NA,NA,NA,NA,N
0,859,NA,NA,NA,NA,NA,N
0,860,NA,NA,NA,NA,NA,N
0,861,NA,NA,NA,NA,NA,N
0,862,NA,NA,NA,NA,NA,N
0,863,NA,NA,NA,NA,NA,N
0,864,NA,NA,NA,NA,NA,N
0,865,NA,NA,NA,NA,NA,N
0,866,NA,NA,NA,NA,NA,N
0,867,NA,NA,NA,NA,NA,N
0,868,NA,NA,NA,NA,NA,N
0,869,NA,NA,NA,NA,NA,N
0,870,NA,NA,NA,NA,NA,N
0,871,NA,NA,NA,NA,NA,N
0,872,NA,NA,NA,NA,NA,N
0,873,1.370883329646431,16.045659024228364,15.849960082831299,285.38707991789136,60.05632093608821,Y
0,874,NA,NA,NA,NA,NA,N
0,875,114.7263530334249,3.376782011606221,2.852895129073983,277.58287810615747,13.684819008035525,Y
0,876,8.394499916815906,1.108587499483249,0.7532025136159256,281.11988827423784,-18.755410127672967,Y
0,877,16.41248485972084,1.947152408695976,1.471111002507526,275.6069152155021,-39.09298911088883,Y
0,878,NA,NA,NA,NA,NA,N
0,879,NA,NA,NA,NA,NA,N
0,880,NA,NA,NA,NA,NA,N
0,881,NA,NA,NA,NA,NA,N
0,882,NA,NA,NA,NA,NA,N
0,883,NA,NA,NA,NA,NA,N
0,884,NA,NA,NA,NA,NA,N
0,885,NA,NA,NA,NA,NA,N
0,886,NA,NA,NA,NA,NA,N
0,887,NA,NA,NA,NA,NA,N
0,888,NA,NA,NA,NA,NA,N
0,889,NA,NA,NA,NA,NA,N
0,890,NA,NA,NA,NA,NA,N
0,891,NA,NA,NA,NA,NA,N
0,892,NA,NA,NA,NA,NA,N
0,893,NA,NA,NA,NA,NA,N
0,894,NA,NA,NA,NA,NA,N
0,895,NA,NA,NA,NA,NA,N
0,896,48.711358611508025,1.0554288544147967,1.0067992556200869,284.4925797788833,-1.4672639005364907,Y
0,897,158.99883696233653,30.06784556098189,29.518956566836817,282.74596819582393,19.68237417253129,Y
0,898,90.3871792645397,26.828639348184065,26.36864718683206,282.86094002236086,15.165680807478147,Y
0,899,10193462287.363756,16.032225232125178,15.90877051685504,276.468982142266,39.477495646526606,Y
0,900,446.62886268982106,4.7858087118930515,4.816216833528827,280.9368518221304,20.159590565131296,Y
0,901,30.816674427652433,0.4747366435423933,0.0004485473408090898,298.4713609294643,-5.603177605003214,Y
0,902,7.1642382415759975,0.5056968122124909,-0.0004360404122591171,310.06617915992587,-52.59945932599219,Y
0,903,NA,NA,NA,NA,NA,N
0,904,3.92761606195696,0.5283337280492031,0.00021973934154112068,291.7840405715813,-24.282429705066626,Y
0,905,NA,NA,NA,NA,NA,N
0,906,NA,NA,NA,NA,NA,N
0,907,1.4757720788029722,20.03596198780574,19.40919592606236,282.37268013816316,-44.7895848260018,Y
0,908,0.1081587352100544,0.5230917170964883,-3.1531766469511164,117.59687683157067,-33.94143351300839,Y
0,909,NA,NA,NA,NA,NA,N
0,910,0.3740096932210348,0.498947216511208,5.011892494109936e-05,245.1277058731817,-30.98000342857189,Y
0,911,NA,NA,NA,NA,NA,N
0,912,0.1002398101530781,1.9848849172555403,1.7521388703143963,288.146093454576,-40.52738718779608,Y
0,913,NA,NA,NA,NA,NA,N
0,914,52.736413809088226,20.387541926720942,19.755933360411504,282.23675780703604,-22.609505685204827,Y
0,915,3.5037939973415244,0.5228796113781552,-3.1314797540844996e-06,308.1379495108554,-5.347616619551662,Y
0,916,NA,NA,NA,NA,NA,N
0,917,5.513200994079468,0.494144246733826,-2.5090341940091603e-05,235.42772958288015,-3.836310788225779,Y
0,918,NA,NA,NA,NA,NA,N
0,919,1.2719605736938555,2.1460857130812134,1.8681524385189758,287.27152545167456,-20.67495642253569,Y
0,920,NA,NA,NA,NA,NA,N
0,921,NA,NA,NA,NA,NA,N
0,922,NA,NA,NA,NA,NA,N
0,923,5.014953779553024,23.331318547043857,23.09099972957891,283.3406703848224,17.739327932632207,Y
0,924,76.91006150678069,0.13772700089225312,-1.4533908692578634,60.36668950510814,13.266606736564874,Y
0,925,134.21787415927872,0.20469579907581756,-0.000190850372019177,323.9930555773622,38.285415303498986,Y
0,926,NA,NA,NA,NA,NA,N
0,927,2.4322499076333983e-25,69.91314582391135,69.98293574923362,289.3435249194517,33.31934784913226,Y
0,928,137.81509806580394,0.1947823257618768,4.095326089605174e-05,341.74496960147286,23.26348388884079,Y
0,929,NA,NA,NA,NA,NA,N
0,930,NA,NA,NA,NA,NA,N
0,931,NA,NA,NA,NA,NA,N
0,932,NA,NA,NA,NA,NA,N
0,933,NA,NA,NA,NA,NA,N
0,934,NA,NA,NA,NA,NA,N
0,935,1281.6386208006659,8.5450168417741,8.575761282250097,281.13891414923825,43.9426093032034,Y
0,936,NA,NA,NA,NA,NA,N
0,937,206.16539057776913,1.1994470961230042,0.8461787554419065,283.2369279480159,46.892778232415935,Y
0,938,451.15697038122903,1.5693538402516052,1.0418443537427573,281.26290259359916,52.01024576145123,Y
0,939,40848.058881153884,9.16962855171081,8.702092669218798,274.839001987318,-138.30364106341221,Y
0,940,NA,NA,NA,NA,NA,N
0,941,NA,NA,NA,NA,NA,N
0,942,NA,NA,NA,NA,NA,N
0,943,NA,NA,NA,NA,NA,N
0,944,NA,NA,NA,NA,NA,N
0,945,240989325.52996075,9.463330940049788,8.658891024774922,268.1221126223606,-1126.722178402907,Y
0,946,NA,NA,NA,NA,NA,N
0,947,17.225035894175747,1.1724853037049767,1.7859014024842168,288.5792876301493,34.36374576989525,Y
0,948,NA,NA,NA,NA,NA,N
0,949,NA,NA,NA,NA,NA,N
0,950,NA,NA,NA,NA,NA,N
0,951,NA,NA,NA,NA,NA,N
0,952,NA,NA,NA,NA,NA,N
0,953,NA,NA,NA,NA,NA,N
0,954,NA,NA,NA,NA,NA,N
0,955,0.1844561587570761,0.5711995210060442,2.19812045874998e-05,305.73974493168686,-29.28926578032147,Y
0,956,0.23517207914050559,1.246145697000597,0.8714665067287237,284.4937343112289,-21.142683904775556,Y
0,957,NA,NA,NA,NA,NA,N
0,958,0.39193963682395727,0.8986458360199667,0.6769407744904768,286.3164532360824,-34.90015838694269,Y
0,959,NA,NA,NA,NA,NA,N
0,960,0.23334184770594454,1.2976928659976734,0.767627818482045,275.55364425673065,-76.26776716739808,Y
0,961,0.21278562594908781,1.40871630993533,0.9427255756177694,277.81465943598647,-49.18313962692007,Y
0,962,NA,NA,NA,NA,NA,N
0,963,33.94952883677568,2.493531222241877,1.9822839937438181,276.91185329470244,-4.334387991248864,Y
